 LIST OF OBSOLETE COORDINATE ENTRIES AND SUCCESSORS
OBSLTE    03-Oct-23 1DW7     1GH9
OBSLTE    03-Oct-23 1DX4     6XYY
OBSLTE    03-Oct-23 1DYV     1UN2
OBSLTE    03-Oct-23 1DZS     2IZ9
OBSLTE    03-Oct-23 1E01     1E0G
OBSLTE    03-Oct-23 1E0I     1GKB
OBSLTE    03-Oct-23 1E13     
OBSLTE    03-Oct-23 1E1B     1E5U
OBSLTE    03-Oct-23 1E2C     2E2C
OBSLTE    03-Oct-23 1E3N     1OGX
OBSLTE    03-Oct-23 1E53     1Z60
OBSLTE    03-Oct-23 1E6T     2BU1
OBSLTE    03-Oct-23 1E7T     1GK6
OBSLTE    03-Oct-23 1E7X     2C4Q
OBSLTE    03-Oct-23 1ECK     2ECK
OBSLTE    03-Oct-23 1EEE     1FLG
OBSLTE    03-Oct-23 1EH0     1EUP
OBSLTE    03-Oct-23 1EIM     1KW9
OBSLTE    03-Oct-23 1EIP     2EIP
OBSLTE    03-Oct-23 1EJK     
OBSLTE    03-Oct-23 1EKC     1G1X
OBSLTE    03-Oct-23 1EKT     1Z0R
OBSLTE    03-Oct-23 1EN0     1I3Q
OBSLTE    03-Oct-23 1END     2END
OBSLTE    03-Oct-23 1ENG     2ENG
OBSLTE    03-Oct-23 1ENL     3ENL
OBSLTE    03-Oct-23 1EOR     1F9L
OBSLTE    03-Oct-23 1EQO     1Q0N
OBSLTE    03-Oct-23 1EQS     1J9M
OBSLTE    03-Oct-23 1ERK     5UMO
OBSLTE    03-Oct-23 1ERL     2ERL
OBSLTE    03-Oct-23 1ETC     1R36
OBSLTE    03-Oct-23 1ETD     1R36
OBSLTE    03-Oct-23 1EUL     1SU4
OBSLTE    03-Oct-23 1EWG     3B8D
OBSLTE    03-Oct-23 1F0A     1GHH
OBSLTE    03-Oct-23 1F19     2F19
OBSLTE    03-Oct-23 1F1Y     1Q0O
OBSLTE    03-Oct-23 1F3I     1MUH
OBSLTE    03-Oct-23 1F49     4V41
OBSLTE    03-Oct-23 1F5D     1J4X
OBSLTE    03-Oct-23 1F5I     1K4Z
OBSLTE    03-Oct-23 1F83     
OBSLTE    03-Oct-23 1F9Y     3IP0
OBSLTE    03-Oct-23 1FAB     7FAB
OBSLTE    03-Oct-23 1FB3     1SM4
OBSLTE    03-Oct-23 1FB4     2FB4
OBSLTE    03-Oct-23 1FBJ     2FBJ
OBSLTE    03-Oct-23 1FD1     5FD1
OBSLTE    03-Oct-23 1FDC     6FDR
OBSLTE    03-Oct-23 1FDX     1DUR
OBSLTE    03-Oct-23 1FE7     1KPM
OBSLTE    03-Oct-23 1FH6     1OHG
OBSLTE    03-Oct-23 1FHP     1QQP
OBSLTE    03-Oct-23 1FJF     1J5E
OBSLTE    03-Oct-23 1FKU     1JFW
OBSLTE    03-Oct-23 1FMP     3RTI
OBSLTE    03-Oct-23 1FNR     1FNB
OBSLTE    03-Oct-23 1FPX     6CIG
OBSLTE    03-Oct-23 1FQH     
OBSLTE    03-Oct-23 1FRC     2FRC
OBSLTE    03-Oct-23 1FRU     3FRU
OBSLTE    03-Oct-23 1FUM     1L0V
OBSLTE    03-Oct-23 1FVZ     1T27
OBSLTE    03-Oct-23 1FXB     1IQZ
OBSLTE    03-Oct-23 1FXC     4FXC
OBSLTE    03-Oct-23 1FXM     1K6A
OBSLTE    03-Oct-23 1FXN     5NLL
OBSLTE    03-Oct-23 1FZN     
OBSLTE    03-Oct-23 1FZP     
OBSLTE    03-Oct-23 1G34     1OYQ
OBSLTE    03-Oct-23 1G40     
OBSLTE    03-Oct-23 1G44     
OBSLTE    03-Oct-23 1G56     1VM1
OBSLTE    03-Oct-23 1G5O     1GJH
OBSLTE    03-Oct-23 1GAP     1G6N
OBSLTE    03-Oct-23 1GBP     3GBP
OBSLTE    03-Oct-23 1GCH     2GCH
OBSLTE    03-Oct-23 1GCR     4GCR
OBSLTE    03-Oct-23 1GCX     1WNS
OBSLTE    03-Oct-23 1GDG     1KW8
OBSLTE    03-Oct-23 1GDM     2GDM
OBSLTE    03-Oct-23 1GDO     1XFF
OBSLTE    03-Oct-23 1GDS     1GWP
OBSLTE    03-Oct-23 1GDY     1GWP
OBSLTE    03-Oct-23 1GDZ     1GWP
OBSLTE    03-Oct-23 1GEO     1AOP
OBSLTE    03-Oct-23 1GEP     2GEP
OBSLTE    03-Oct-23 1GGA     2X0N
OBSLTE    03-Oct-23 1GGS     1FI5
OBSLTE    03-Oct-23 1GHO     4V41
OBSLTE    03-Oct-23 1GIX     4V42
OBSLTE    03-Oct-23 1GIY     4V42
OBSLTE    03-Oct-23 1GKV     2IZ8
OBSLTE    03-Oct-23 1GKW     2IZN
OBSLTE    03-Oct-23 1GLT     2GLT
OBSLTE    03-Oct-23 1GLY     3GLY
OBSLTE    03-Oct-23 1GM3     1H3P
OBSLTE    03-Oct-23 1GMA     1ALZ
OBSLTE    03-Oct-23 1GMF     2GMF
OBSLTE    03-Oct-23 1GMS     1XFG
OBSLTE    03-Oct-23 1GN5     2GN5
OBSLTE    03-Oct-23 1GPG     1AIO
OBSLTE    03-Oct-23 1GQ3     5VMQ
OBSLTE    03-Oct-23 1GR4     
OBSLTE    03-Oct-23 1GR6     2C7E
OBSLTE    03-Oct-23 1GR8     1OCK
OBSLTE    03-Oct-23 1GR9     1OCL
OBSLTE    03-Oct-23 1GRK     1OCM
OBSLTE    03-Oct-23 1GRS     3GRS
OBSLTE    03-Oct-23 1GRY     1GZU
OBSLTE    03-Oct-23 1GSR     2GSR
OBSLTE    03-Oct-23 1GST     6GST
OBSLTE    03-Oct-23 1GT2     2X0R
OBSLTE    03-Oct-23 1GTX     1OHV
OBSLTE    03-Oct-23 1GVA     2GVA
OBSLTE    03-Oct-23 1GVB     2GVB
OBSLTE    03-Oct-23 1GW5     2VGL
OBSLTE    03-Oct-23 1GYI     2GYI
OBSLTE    03-Oct-23 1H06     1V1K
OBSLTE    03-Oct-23 1H0E     1UN4
OBSLTE    03-Oct-23 1H0F     1UN3
OBSLTE    03-Oct-23 1H0U     
OBSLTE    03-Oct-23 1H1G     
OBSLTE    03-Oct-23 1H40     1UZC
OBSLTE    03-Oct-23 1H6W     5LYE
OBSLTE    03-Oct-23 1H6Z     2X0S
OBSLTE    03-Oct-23 1H77     1HK8
OBSLTE    03-Oct-23 1H8J     2C51
OBSLTE    03-Oct-23 1HBL     1LH1
OBSLTE    03-Oct-23 1HC2     1HC1
OBSLTE    03-Oct-23 1HC3     1HC1
OBSLTE    03-Oct-23 1HC4     1HC1
OBSLTE    03-Oct-23 1HC5     1HC1
OBSLTE    03-Oct-23 1HC6     1HC1
OBSLTE    03-Oct-23 1HDW     2C4Z
OBSLTE    03-Oct-23 1HE0     2C4Y
OBSLTE    03-Oct-23 1HE6     2C50
OBSLTE    03-Oct-23 1HF5     1H11
OBSLTE    03-Oct-23 1HF7     1H2J
OBSLTE    03-Oct-23 1HFT     2HFT
OBSLTE    03-Oct-23 1HFV     2J5X
OBSLTE    03-Oct-23 1HG6     
OBSLTE    03-Oct-23 1HHB     2HHB 3HHB 4HHB
OBSLTE    03-Oct-23 1HID     2HID
OBSLTE    03-Oct-23 1HIU     2HIU
OBSLTE    03-Oct-23 1HKE     1UUZ
OBSLTE    03-Oct-23 1HKP     
OBSLTE    03-Oct-23 1HKZ     
OBSLTE    03-Oct-23 1HL0     
OBSLTE    03-Oct-23 1HL1     
OBSLTE    03-Oct-23 1HLR     1VLB
OBSLTE    03-Oct-23 1HMG     2HMG
OBSLTE    03-Oct-23 1HMI     2HMI
OBSLTE    03-Oct-23 1HMM     2HMQ
OBSLTE    03-Oct-23 1HMN     2HMQ
OBSLTE    03-Oct-23 1HMQ     2HMQ
OBSLTE    03-Oct-23 1HMX     2HMX
OBSLTE    03-Oct-23 1HMZ     2HMZ
OBSLTE    03-Oct-23 1HN7     1JBD
OBSLTE    03-Oct-23 1HP6     1M5K
OBSLTE    03-Oct-23 1HR5     1JM0
OBSLTE    03-Oct-23 1HRW     1LE0
OBSLTE    03-Oct-23 1HRX     1LE1
OBSLTE    03-Oct-23 1HS0     1LE3
OBSLTE    03-Oct-23 1HSC     3HSC
OBSLTE    03-Oct-23 1HSD     2HSD
OBSLTE    03-Oct-23 1HSP     2HSP
OBSLTE    03-Oct-23 1HU4     1N5D
OBSLTE    03-Oct-23 1HVM     2HVM
OBSLTE    03-Oct-23 1HVT     3HVT
OBSLTE    03-Oct-23 1HW0     1IH5
OBSLTE    03-Oct-23 1HWA     1E8L
OBSLTE    03-Oct-23 1HWX     6DHM
OBSLTE    03-Oct-23 1HWZ     6DHD
OBSLTE    03-Oct-23 1HYX     2DQT
OBSLTE    03-Oct-23 1HYY     2DQU
OBSLTE    03-Oct-23 1HZQ     1J5L
OBSLTE    03-Oct-23 1HZR     1J5M
OBSLTE    03-Oct-23 1I03     1JGM
OBSLTE    03-Oct-23 1I0W     1J5C
OBSLTE    03-Oct-23 1I0Y     1J5D
OBSLTE    03-Oct-23 1I99     1K9O
OBSLTE    03-Oct-23 1IB3     1M8Z
OBSLTE    03-Oct-23 1ICB     3ICB
OBSLTE    03-Oct-23 1IFE     2IFE
OBSLTE    03-Oct-23 1IG2     2IG2
OBSLTE    03-Oct-23 1IIS     1T83
OBSLTE    03-Oct-23 1IIX     1T89
OBSLTE    03-Oct-23 1IJ7     1M9U
OBSLTE    03-Oct-23 1IKB     1AI2
OBSLTE    03-Oct-23 1IKH     1KOI
OBSLTE    03-Oct-23 1IKZ     1M3G
OBSLTE    03-Oct-23 1IMY     1GXH
OBSLTE    03-Oct-23 1IMZ     1GXG
OBSLTE    03-Oct-23 1INM     1E5U
OBSLTE    03-Oct-23 1INS     4INS
OBSLTE    03-Oct-23 1IQ2     1L3X
OBSLTE    03-Oct-23 1ISD     2ISD
OBSLTE    03-Oct-23 1IW5     1V9J
OBSLTE    03-Oct-23 1IYA     1J3G
OBSLTE    03-Oct-23 1J0L     1WOT
OBSLTE    03-Oct-23 1J2H     1O3X
OBSLTE    03-Oct-23 1J2I     1O3Y
OBSLTE    03-Oct-23 1J2S     1J3G
OBSLTE    03-Oct-23 1J3V     2CVZ
OBSLTE    03-Oct-23 1J4Z     4V43
OBSLTE    03-Oct-23 1J5Q     5TIQ
OBSLTE    03-Oct-23 1J5R     1O2D
OBSLTE    03-Oct-23 1J5V     2AFB
OBSLTE    03-Oct-23 1J6N     1O58
OBSLTE    03-Oct-23 1J8W     1NF5
OBSLTE    03-Oct-23 1J8X     1NKH
OBSLTE    03-Oct-23 1J92     1NQI
OBSLTE    03-Oct-23 1J94     1NHE
OBSLTE    03-Oct-23 1JAG     2OCP
OBSLTE    03-Oct-23 1JCW     2JCW
OBSLTE    03-Oct-23 1JEL     2JEL
OBSLTE    03-Oct-23 1JFE     1M1J
OBSLTE    03-Oct-23 1JFO     1B1U
OBSLTE    03-Oct-23 1JFY     1JR7
OBSLTE    03-Oct-23 1JGF     1LS5
OBSLTE    03-Oct-23 1JH2     1P3H
OBSLTE    03-Oct-23 1JJM     2B8R
OBSLTE    03-Oct-23 1JJN     2B8S
OBSLTE    03-Oct-23 1JJQ     
OBSLTE    03-Oct-23 1JJY     1SU8
OBSLTE    03-Oct-23 1JMR     1MKM
OBSLTE    03-Oct-23 1JN8     1NMM
OBSLTE    03-Oct-23 1JNA     1NWG
OBSLTE    03-Oct-23 1JNC     1O23
OBSLTE    03-Oct-23 1JOZ     1LLH
OBSLTE    03-Oct-23 1JSB     1RYJ
OBSLTE    03-Oct-23 1JSK     4PP8
OBSLTE    03-Oct-23 1JSQ     
OBSLTE    03-Oct-23 1JTR     1MWA
OBSLTE    03-Oct-23 1JVF     2PD3
OBSLTE    03-Oct-23 1JW7     2PD4
OBSLTE    03-Oct-23 1JXR     2JXR
OBSLTE    03-Oct-23 1JYG     1RYK
OBSLTE    03-Oct-23 1JYP     2PJF
OBSLTE    03-Oct-23 1JYY     4V44
OBSLTE    03-Oct-23 1JYZ     4V44
OBSLTE    03-Oct-23 1JZ0     4V45
OBSLTE    03-Oct-23 1JZ1     4V45
OBSLTE    03-Oct-23 1K00     1J5A
OBSLTE    03-Oct-23 1K0Q     1KTI
OBSLTE    03-Oct-23 1K16     1J5B
OBSLTE    03-Oct-23 1K31     1KSM
OBSLTE    03-Oct-23 1K3P     4G6B
OBSLTE    03-Oct-23 1K71     3L1Q
OBSLTE    03-Oct-23 1K87     4O8A
OBSLTE    03-Oct-23 1K8E     1O17
OBSLTE    03-Oct-23 1KA3     1TKV
OBSLTE    03-Oct-23 1KAU     1FWJ
OBSLTE    03-Oct-23 1KC0     1N2S
OBSLTE    03-Oct-23 1KC9     1NKW
OBSLTE    03-Oct-23 1KDV     6M8W
OBSLTE    03-Oct-23 1KDY     6M8Y
OBSLTE    03-Oct-23 1KDZ     6M9F
OBSLTE    03-Oct-23 1KE1     6M9C
OBSLTE    03-Oct-23 1KE2     6M9D
OBSLTE    03-Oct-23 1KED     1Z7J
OBSLTE    03-Oct-23 1KI5     2KI5
OBSLTE    03-Oct-23 1KIN     1KIM
OBSLTE    03-Oct-23 1KNN     1MC9
OBSLTE    03-Oct-23 1KOM     1T23
OBSLTE    03-Oct-23 1KPJ     1NKW
OBSLTE    03-Oct-23 1KPO     4V43
OBSLTE    03-Oct-23 1KRK     1N2Y
OBSLTE    03-Oct-23 1KSA     3ENI
OBSLTE    03-Oct-23 1KST     1N4Y
OBSLTE    03-Oct-23 1KUO     2IZM
OBSLTE    03-Oct-23 1KUS     1LKC
OBSLTE    03-Oct-23 1KWN     6COA
OBSLTE    03-Oct-23 1KYB     1O0R
OBSLTE    03-Oct-23 1KYE     3LIW
OBSLTE    03-Oct-23 1KYG     1YEP
OBSLTE    03-Oct-23 1L1A     4DM0
OBSLTE    03-Oct-23 1L1B     1VL3
OBSLTE    03-Oct-23 1L2R     1NTH
OBSLTE    03-Oct-23 1L6K     
OBSLTE    03-Oct-23 1L6L     
OBSLTE    03-Oct-23 1L7S     1VPO
OBSLTE    03-Oct-23 1L7U     1M40
OBSLTE    03-Oct-23 1L7W     1OQM
OBSLTE    03-Oct-23 1L8U     2B0Q
OBSLTE    03-Oct-23 1L9F     2GB0
OBSLTE    03-Oct-23 1LBD     6HN6
OBSLTE    03-Oct-23 1LDX     2LDX
OBSLTE    03-Oct-23 1LEF     2LEF
OBSLTE    03-Oct-23 1LFF     1SZ8
OBSLTE    03-Oct-23 1LFJ     1S6B
OBSLTE    03-Oct-23 1LGG     1T0U
OBSLTE    03-Oct-23 1LH4     1GDJ
OBSLTE    03-Oct-23 1LHB     2LHB
OBSLTE    03-Oct-23 1LIU     2VGB
OBSLTE    03-Oct-23 1LIW     2VGF
OBSLTE    03-Oct-23 1LIX     2VGI
OBSLTE    03-Oct-23 1LIY     2VGG
OBSLTE    03-Oct-23 1LIZ     1SR3
OBSLTE    03-Oct-23 1LKU     1O1W
OBSLTE    03-Oct-23 1LNP     2JMN
OBSLTE    03-Oct-23 1LNR     1NKW
OBSLTE    03-Oct-23 1LPR     1GBK
OBSLTE    03-Oct-23 1LPT     1GH1
OBSLTE    03-Oct-23 1LQR     1TYK
OBSLTE    03-Oct-23 1LRD     1LMB
OBSLTE    03-Oct-23 1LS0     1O0V
OBSLTE    03-Oct-23 1LUS     1N0N
OBSLTE    03-Oct-23 1LVD     1LVE
OBSLTE    03-Oct-23 1LW8     1Q4V
OBSLTE    03-Oct-23 1LYM     5LYM
OBSLTE    03-Oct-23 1LZ3     135L
OBSLTE    03-Oct-23 1LZM     2LZM
OBSLTE    03-Oct-23 1M2Y     1RWD
OBSLTE    03-Oct-23 1M3Y     5TIP
OBSLTE    03-Oct-23 1M4O     1ZRR
OBSLTE    03-Oct-23 1M50     3ENI
OBSLTE    03-Oct-23 1M5J     3GXY
OBSLTE    03-Oct-23 1M5M     3GXZ
OBSLTE    03-Oct-23 1M80     3M10
OBSLTE    03-Oct-23 1M98     5UI2
OBSLTE    03-Oct-23 1MAD     2MAD
OBSLTE    03-Oct-23 1MB5     2MB5
OBSLTE    03-Oct-23 1MBP     1ANF
OBSLTE    03-Oct-23 1MBR     2MBR
OBSLTE    03-Oct-23 1MBW     2MBW
OBSLTE    03-Oct-23 1MC6     1MR0
OBSLTE    03-Oct-23 1MCG     2MCG
OBSLTE    03-Oct-23 1MCU     1F2S
OBSLTE    03-Oct-23 1MD1     1N5B
OBSLTE    03-Oct-23 1MDH     4MDH
OBSLTE    03-Oct-23 1MEF     3MEF
OBSLTE    03-Oct-23 1MEV     2MEV
OBSLTE    03-Oct-23 1MFH     2AKQ
OBSLTE    03-Oct-23 1MFO     2CC1
OBSLTE    03-Oct-23 1MHB     2MHB
OBSLTE    03-Oct-23 1MHR     2MHR
OBSLTE    03-Oct-23 1MIN     2MIN
OBSLTE    03-Oct-23 1MLE     1MUC
OBSLTE    03-Oct-23 1MLT     2MLT
OBSLTE    03-Oct-23 1MON     3MON
OBSLTE    03-Oct-23 1MS2     2MS2
OBSLTE    03-Oct-23 1MSL     2OAR
OBSLTE    03-Oct-23 1MT2     4MT2
OBSLTE    03-Oct-23 1MUR     4DM0
OBSLTE    03-Oct-23 1MV7     1SM5
OBSLTE    03-Oct-23 1MWF     1PVN
OBSLTE    03-Oct-23 1MWV     5L05
OBSLTE    03-Oct-23 1MWX     1VQQ
OBSLTE    03-Oct-23 1MXM     2OAU
OBSLTE    03-Oct-23 1MYS     2MYS
OBSLTE    03-Oct-23 1N16     1VRP
OBSLTE    03-Oct-23 1N1W     1O1H
OBSLTE    03-Oct-23 1N2U     1Q54
OBSLTE    03-Oct-23 1N3V     1NXN
OBSLTE    03-Oct-23 1N4T     2ILX
OBSLTE    03-Oct-23 1N6S     1VRO
OBSLTE    03-Oct-23 1N6W     1PXH
OBSLTE    03-Oct-23 1N8L     2PNG
OBSLTE    03-Oct-23 1N98     2Q33
OBSLTE    03-Oct-23 1N9D     
